x,y,z,stresses_full_xx,stresses_full_xy,stresses_full_yy,stresses_full_xz,stresses_full_yz,stresses_full_zz,stresses_full_max_shear,stresses_full_cfs_1,stresses_full_cfs_2,stresses_full_cfs_3,stresses_full_cfs_4,von_mises,aftershocksyn
633523.2936376977,3517751.2368613081,-2500.0,598.86205605027169,890.62144270813667,5553.0291861561745,37.824724294630599,207.86437394754481,5.5060715505415114,2859.2027563323304,-1355.2977343812224,3918.9731171881649,-3918.9731171881649,1355.2977343812224,5508.9892519437635,0.0
638523.2936376977,3517751.2368613081,-2500.0,506.1580670808388,563.01725550539186,5764.4972019445659,23.979211062675347,215.35358037247263,5.6717570862063322,2917.2760620529411,-1517.738441021072,3848.8394022946309,-3848.8394022946309,1517.738441021072,5623.5367470531855,0.0
643523.2936376977,3517751.2368613081,-2500.0,445.50683127104151,200.56939704484711,5852.4642323431826,8.8026683659824307,218.48549149209319,5.7338962167173646,2935.2366355841832,-1620.2141155437289,3672.8997873319518,-3672.8997873319518,1620.2141155437289,5663.0863084876073,0.0
648523.2936376977,3517751.2368613081,-2500.0,423.47063220949434,-176.85168815822149,5804.9101119039433,-6.9512082503921331,216.84714002288121,5.6837128222392925,2910.6134185327046,-1652.5282132801312,3395.7437090301391,-3395.7437090301391,1652.5282132801312,5622.9684659284376,0.0
653523.2936376977,3517751.2368613081,-2500.0,442.42195784232973,-546.75326060563873,5618.7510041442747,-22.433684066646958,210.32974109559387,5.5192467330237385,2843.0560807424658,-1610.0979783917305,3030.0389582944749,-3030.0389582944749,1610.0979783917305,5502.5322864065192,0.0
658523.2936376977,3517751.2368613081,-2500.0,499.93936747988272,-886.42444792056733,5300.7584945028666,-36.786620379728504,199.15967759147168,5.2459953239344994,2734.4887192424699,-1494.8782765816757,2595.6081493778775,-2595.6081493778775,1494.8782765816757,5305.4516894764274,0.0
663523.2936376977,3517751.2368613081,-2500.0,588.97340195486652,-1175.5281185555655,4867.190579284782,-49.234797739761348,183.88697551663765,4.8766834255703388,2589.0316655378706,-1315.3461036021731,2117.4364857900409,-2117.4364857900409,1315.3461036021731,5039.5950566682714,0.0
668523.2936376977,3517751.2368613081,-2500.0,698.79317378385019,-1398.4070286503361,4342.1257980854507,-59.16876090036282,165.33081404196014,4.4299120141999566,2412.690673063868,-1085.495536361243,1622.9199460095538,-1622.9199460095538,1085.495536361243,4716.4543451271111,0.0
673523.2936376977,3517751.2368613081,-2500.0,816.53458380197992,-1545.6745351456195,3754.777470897991,-66.203456962561717,144.49091216117409,3.9283631656656937,2212.8583717747179,-823.02137645223775,1138.8465343270411,-1138.8465343270411,823.02137645223775,4350.2121156568364,0.0
678523.2936376977,3517751.2368613081,-2500.0,929.0252916861582,-1614.8244048348074,3136.2810574599926,-70.20323667762041,122.44057402311456,3.3964314576646242,1997.7329780103271,-547.05522217398459,688.65475511732882,-688.65475511732882,547.05522217398459,3956.5895140015955,0.0
683523.2936376977,3517751.2368613081,-2500.0,1024.5134559555072,-1609.8237105653793,2516.5273811805,-71.271413383200795,100.22002888689623,2.8578475484686527,1778.9262282230557,-275.89643234037504,290.4184737525232,-290.4184737525232,275.89643234037504,3551.6444462734457,0.0
618523.2936376977,3522751.2368613081,-2500.0,1152.0299679182353,1817.4806023398153,4860.3306549196805,81.762341166165214,192.33588406174206,5.4862574964778634,2806.3314260478796,-662.70679253993717,4003.7884585190814,-4003.7884585190814,662.70679253993717,5418.3509513498775,0.0
623523.2936376977,3522751.2368613081,-2500.0,999.51471334540486,1657.4899297304344,5422.1028027498714,73.867080670359741,213.1028852697456,5.9923233375660008,2992.6908702493183,-968.11346810988584,4273.9648266945842,-4273.9648266945842,968.11346810988584,5773.6243897589129,0.0
628523.2936376977,3522751.2368613081,-2500.0,843.54651411668146,1415.1298887695791,5922.8361426848633,62.649533048762635,231.54464252329777,6.4354294449955027,3151.1755499192063,-1262.7868661710613,4452.0035703823869,-4452.0035703823869,1262.7868661710613,6077.1917208507775,0.0
633523.2936376977,3522751.2368613081,-2500.0,698.67487327571007,1094.1236330845265,6328.8894135041874,48.292768766322915,246.45716015182936,6.7873978975476597,3273.2768651816982,-1525.2560732170277,4516.7982758112721,-4516.7982758112721,1525.2560732170277,6313.0055057000645,0.0
638523.2936376977,3522751.2368613081,-2500.0,579.9148979027259,705.95848295989947,6608.1609002458572,31.274322261437849,256.69734765284812,7.021939847516582,3351.3483556362025,-1733.5740741308896,4453.2945640262624,-4453.2945640262624,1733.5740741308896,6466.625307212872,0.0
643523.2936376977,3522751.2368613081,-2500.0,500.63145452051623,269.91652296873525,6733.9317708109356,12.364218397044661,261.31673138689513,7.1176266996148065,3379.3823820472312,-1868.0417314492231,4255.2914921036463,-4255.2914921036463,1868.0417314492231,6526.6906884330647,0.0
648523.2936376977,3522751.2368613081,-2500.0,470.3131755946477,-188.15804345840934,6688.6801009036562,-7.4227241048972683,259.6932869768624,7.0608256840597461,3353.7318059494974,-1914.1053926333823,3927.4013815414783,-3927.4013815414783,1914.1053926333823,6486.2979037804416,0.0
653523.2936376977,3522751.2368613081,-2500.0,492.71632621646307,-638.36745596323726,6467.1198661375183,-26.920256888858464,251.63621437999828,6.8478847720493494,3273.6568893972221,-1864.8525827937287,3485.6069158431724,-3485.6069158431724,1864.8525827937287,6344.0535477775193,0.0
658523.2936376977,3522751.2368613081,-2500.0,564.8605860575783,-1050.2344748942412,6077.7407265126431,-44.938510009170358,237.43931583680029,6.4863853237128719,3141.5858476251206,-1722.5085720189386,2956.0832951671177,-2956.0832951671177,1722.5085720189386,6104.5923111348802,0.0
663523.2936376977,3522751.2368613081,-2500.0,677.20459523680699,-1396.5306093913498,5542.3767159594918,-60.404655602585763,217.86719189744011,5.994636309157614,2963.0208607119789,-1498.5005538376586,2372.339889730818,-2372.339889730818,1498.5005538376586,5778.4264543748623,0.0
668523.2936376977,3522751.2368613081,-2500.0,815.0414292333154,-1656.6898888493688,4893.7630436940781,-72.48943357709355,194.07269023101918,5.399790532111302,2746.0863503932551,-1211.9830448531332,1771.1623085123426,-1771.1623085123426,1211.9830448531332,5381.1163700290763,0.0
673523.2936376977,3522751.2368613081,-2500.0,960.82645362787844,-1819.1050856413965,4171.5192952131265,-80.694657660224053,167.45999067300676,4.7348274805500274,2500.7928122727108,-887.10722131419584,1188.1506546052681,-1188.1506546052681,887.10722131419584,4931.8829697326673,0.0
678523.2936376977,3522751.2368613081,-2500.0,1096.9015092370782,-1881.8836345955331,3417.3700915705754,-84.886302631867679,139.52015767314663,4.0348060922541631,2238.2887471630766,-549.63462103478651,653.74012764649001,-653.74012764649001,549.63462103478651,4451.8948370953076,0.0
683523.2936376977,3522751.2368613081,-2500.0,1208.0054420715319,-1852.0381725882212,2670.5419503039998,-85.271224008445031,111.67059756463497,3.3332427561095153,1994.2580351186689,-223.62225449173701,190.41727466838466,-190.41727466838466,223.62225449173701,3962.510051451296,0.0
688523.2936376977,3522751.2368613081,-2500.0,1283.0758668970934,-1743.4568886815428,1964.1302035982292,-82.328575102820281,85.125582494373887,2.6592464902699446,1778.7420124175983,71.189191068608608,-188.51374226568535,188.51374226568535,-71.189191068608608,3483.7241378673352,0.0
693523.2936376977,3522751.2368613081,-2500.0,1316.0923361444345,-1574.2250275785802,1322.9014473895149,-76.715185780091758,60.81448138045814,2.035478817662332,1576.1149719343477,320.91013178008797,-478.66135648763833,478.66135648763833,-320.91013178008797,3032.9925028915341,0.0
698523.2936376977,3522751.2368613081,-2500.0,1305.9815177688779,-1363.8979839326084,762.60299191282229,-69.165915023327813,39.351384029932454,1.4774734242268968,1392.2168163259678,517.89932290302988,-683.1342671998915,683.1342671998915,-517.89932290302988,2624.4622376571456,0.0
