x,y,z,stresses_full_xx,stresses_full_xy,stresses_full_yy,stresses_full_xz,stresses_full_yz,stresses_full_zz,stresses_full_max_shear,stresses_full_cfs_1,stresses_full_cfs_2,stresses_full_cfs_3,stresses_full_cfs_4,von_mises,aftershocksyn
603204.59901257406,4017374.0504322448,-2500.0,156.69087151120198,211.20683420739888,1300.2669611300651,9.4518966056482707,52.488986312644698,1.5108361436922055,670.38338310207132,-339.44468033272875,873.56866474916387,-873.56866474916387,339.44468033272875,1285.1714168567462,0.0
608204.59901257406,4017374.0504322448,-2500.0,132.89740083893389,134.76104054517663,1343.50131208164,5.8989289221087624,54.23198066966944,1.5570443128191804,680.57189977335258,-365.52719983760574,840.7070917863806,-840.7070917863806,365.52719983760574,1305.8417200789984,0.0
613204.59901257406,4017374.0504322448,-2500.0,116.27723245731143,50.279047972471822,1356.6804595412848,2.0087510022789909,54.821956072057425,1.5735578855549903,680.78486071747659,-375.55805671514622,783.39074663651354,-783.39074663651354,375.55805671514622,1307.9175435237939,0.0
618204.59901257406,4017374.0504322448,-2500.0,108.43229242094891,-37.398991135835594,1337.0152615737675,-2.0156459605007617,54.15137117304684,1.5576689706153717,670.49137546862994,-367.79804084844295,703.65573994472174,-703.65573994472174,367.79804084844295,1290.4061354997191,0.0
623204.59901257406,4017374.0504322448,-2500.0,109.94899010545979,-122.79866700971131,1283.9749482877867,-5.945773141051709,52.19712591933969,1.5087459582659231,649.71515790726221,-342.06769599803602,605.47706045447967,-605.47706045447967,342.06769599803602,1253.3659134317504,0.0
628204.59901257406,4017374.0504322448,-2500.0,120.2485921144893,-200.42297493689699,1199.5074907143492,-9.551873818413771,49.028967717050534,1.4284148349411971,619.06942982910152,-299.88365316498891,494.42852058002927,-494.42852058002927,299.88365316498891,1197.9770778074542,0.0
633204.59901257406,4017374.0504322448,-2500.0,137.63421002435382,-265.40744542538187,1087.9221025172963,-12.628895816737703,44.805518636010227,1.3205327832605454,579.72899965413274,-244.33273265470868,377.08643495316255,-377.08643495316255,244.33273265470868,1126.4946254093384,0.0
638204.59901257406,4017374.0504322448,-2500.0,159.53470892536203,-314.09426734794982,955.43650614955698,-15.01945331835014,39.757981115185601,1.1907419622254918,533.34103337022032,-179.69429090352304,260.27777752599849,-260.27777752599849,179.69429090352304,1042.0859849587478,0.0
643204.59901257406,4017374.0504322448,-2500.0,182.89642933187145,-344.41512779616352,809.46770043505592,-16.629523255646905,34.164259334403916,1.045900340618795,481.89024042105677,-110.88224338706739,150.31297557555439,-150.31297557555439,110.88224338706739,948.57790587298234,0.0
648204.59901257406,4017374.0504322448,-2500.0,204.63712343969149,-356.0180188206906,657.80030073500961,-17.434307927218541,28.318326424065638,0.8933154053720519,427.59596442329126,-42.820153473791841,52.344157905250846,-52.344157905250846,42.820153473791841,850.15394680016902,0.0
653204.59901257406,4017374.0504322448,-2500.0,222.06678058108361,-350.13521974716565,507.78354451222617,-17.474020425105493,22.500306555285739,0.74003775601007926,378.84548840098131,20.129202200251882,-30.048627074194016,30.048627074194016,-20.129202200251882,751.04939177734832,0.0
658204.59901257406,4017374.0504322448,-2500.0,233.196844246143,-329.24593183295457,365.68698103091083,-16.841431569718708,16.95205117093667,0.59223867428021715,336.36149737431288,74.58232474091723,-95.000162550072602,95.000162550072602,-74.58232474091723,655.28468877410978,0.0
593204.59901257406,4022374.0504322448,-2500.0,258.99276299213443,393.95447135126972,1287.0765768718497,18.902144724666716,54.531910074312144,1.6660630215931833,711.84897991839512,-274.00509367372359,995.42706411578706,-995.42706411578706,274.00509367372359,1365.0348755125613,0.0
598204.59901257406,4022374.0504322448,-2500.0,220.91713963673701,337.67150212674289,1400.6217197151948,16.022015320926659,59.189990789658289,1.7939790473466171,746.84327498699395,-335.90423387979172,1020.4581063371666,-1020.4581063371666,335.90423387979172,1432.3285453808464,0.0
603204.59901257406,4022374.0504322448,-2500.0,184.76712716030192,262.68462361190689,1490.9461525449904,12.315231469365553,62.913771379847418,1.8962469159993323,772.61367127790299,-387.0821586151107,1017.210492194713,-1017.210492194713,387.0821586151107,1482.4798718490217,0.0
608204.59901257406,4022374.0504322448,-2500.0,154.17931072137807,171.73467612405469,1550.1829511353612,7.9080883596815221,65.39185893154189,1.9647508359838357,787.27750419550011,-422.42285642926493,982.86395801869151,-982.86395801869151,422.42285642926493,1511.9463655145321,0.0
