x,y,z,stresses_full_xx,stresses_full_xy,stresses_full_yy,stresses_full_xz,stresses_full_yz,stresses_full_zz,stresses_full_max_shear,stresses_full_cfs_1,stresses_full_cfs_2,stresses_full_cfs_3,stresses_full_cfs_4,von_mises,aftershocksyn
352154.6038362722,4580833.5216966402,-2500.0,420.04030589195582,3.9623545719034152,-1388.7495380590597,7.0315355793869667,-41.942189267538943,-0.87930152899878833,905.09457401247494,-284.20048966156355,19.072731119681151,-19.072731119681151,284.20048966156355,1641.0398454728672,0.0
357154.6038362722,4580833.5216966402,-2500.0,441.3013173937286,113.4307933339955,-1266.2562112410583,10.24532451274686,-37.07337471530245,-0.75426311255187994,861.90506614143737,-154.97144955994861,-17.835684304386945,17.835684304386945,154.97144955994861,1548.9894626097889,0.0
362154.6038362722,4580833.5216966402,-2500.0,447.81738545435218,211.00381912941788,-1115.2456665258878,12.866296720655521,-31.388198737615944,-0.61469946625489125,810.06358686631449,-31.045841109802545,-51.400949521942444,51.400949521942444,31.045841109802545,1442.3418224837158,0.0
367154.6038362722,4580833.5216966402,-2500.0,441.21442106348491,291.55825922731509,-942.06798439178056,14.743747327767975,-25.126379643092807,-0.46648405130213616,751.05098674597184,82.382901246387959,-80.278121509224334,80.278121509224334,-82.382901246387959,1324.8198386961794,0.0
372154.6038362722,4580833.5216966402,-2500.0,424.24523583361423,351.34706071111356,-754.85064960500779,15.78256147338983,-18.575826052168068,-0.31619703793352988,686.69095430845073,181.00223649499947,-103.50992944959927,103.50992944959927,-181.00223649499947,1200.8487005518325,0.0
377154.6038362722,4580833.5216966402,-2500.0,400.4084528614726,388.44102046420812,-562.73153673103081,15.955160582999055,-12.046126183157952,-0.17052799171372851,619.01690378824787,261.80330013794776,-120.61761020011181,120.61761020011181,-261.80330013794776,1075.2426851912483,0.0
382154.6038362722,4580833.5216966402,-2500.0,373.44939619660994,402.91235083667198,-374.93066824392872,15.304396154366737,-5.8382757353397396,-0.035648865079760242,550.11349716871371,323.3194180003203,-131.62329805465302,131.62329805465302,-323.3194180003203,952.82477666764532,0.0
387154.6038362722,4580833.5216966402,-2500.0,346.84382678875352,396.72519059780666,-199.82173694027171,13.936773610475681,-0.21569526136478112,0.083338253036398219,481.95866847316597,365.64251181844236,-137.00177496502891,137.00177496502891,-365.64251181844236,838.02119790988377,0.0
392154.6038362722,4580833.5216966402,-2500.0,323.36565456310711,373.36137588492011,-44.158732908611618,12.007332450062359,4.6188637114981805,0.18279260907244069,416.2879243762726,390.22796306806049,-137.57438702267939,137.57438702267939,-390.22796306806049,734.46336537498291,0.0
397154.6038362722,4580833.5216966402,-2500.0,304.81512853754322,337.26589385695769,87.42384661206296,9.6991619300735294,8.5371328283478398,0.26073670303363516,354.50356263701389,399.54189469911557,-134.3692075968066,134.3692075968066,-399.54189469911557,644.63214006173666,0.0
